"Community
Number","Community
Name",Level,"Room
Number",Room Typem,Room Type Style,"Care
Type",Grade," Gross Unit 
Area (sqft) ","Vacant 
Day",Resident Move in Date,Room Market Price,Resident Actual Rent Payment ,Room Discount
10562,Vista del Rio,Assisted Living,323,Studio,Studio Deluxe,AL,C,  400 ,,5/28/2019,"$2,970 ","$2,600 ",($370)
10562,Vista del Rio,Assisted Living,324,Studio,Studio,AL,C,  349 ,,7/31/2019,"$2,580 ","$2,400 ",($180)
10562,Vista del Rio,Assisted Living,325,One Bedroom,One Bedroom,AL,C,  506 ,,2/29/2016,"$3,455 ","$3,859 ",$404 
10562,Vista del Rio,Assisted Living,326,One Bedroom,One Bedroom,AL,C,  506 ,,6/30/2017,"$3,455 ","$2,395 ","($1,060)"
10562,Vista del Rio,Assisted Living,327,One Bedroom,One Bedroom,AL,C,  506 ,,6/30/2018,"$3,455 ","$3,571 ",$116 
10562,Vista del Rio,Assisted Living,328,One Bedroom,One Bedroom,AL,C,  506 ,,2/28/2013,"$3,455 ","$3,898 ",$443 
10562,Vista del Rio,Assisted Living,329,Studio,Studio Deluxe,AL,C,  400 ,,10/25/2019,"$2,970 ","$2,970 ",$0 
10562,Vista del Rio,Assisted Living,330,Studio,Studio,AL,C,  349 ,,3/28/2018,"$2,580 ","$2,780 ",$200 
10562,Vista del Rio,Assisted Living,331,Studio,Studio,AL,C,  349 ,,4/30/2016,"$2,580 ","$2,780 ",$200 
10562,Vista del Rio,Assisted Living,332,Studio,Studio Deluxe,AL,C,  400 ,,1/27/2012,"$2,970 ","$3,946 ",$976 
10562,Vista del Rio,Assisted Living,333,Studio,Studio,AL,C,  349 ,,3/8/2019,"$2,580 ","$2,350 ",($230)
10562,Vista del Rio,Assisted Living,334,One Bedroom,One Bedroom,AL,C,  506 ,,2/28/2019,"$3,455 ","$3,230 ",($225)
10562,Vista del Rio,Assisted Living,335,Studio,Studio Deluxe,AL,C,  400 ,,11/11/2017,"$2,970 ","$3,200 ",$230 
10562,Vista del Rio,Assisted Living,336,One Bedroom,One Bedroom,AL,C,  506 ,,4/30/2018,"$3,455 ","$3,610 ",$155 
10562,Vista del Rio,Assisted Living,337,Studio,Studio,AL,C,  349 ,,4/30/2016,"$2,580 ","$2,796 ",$216 
10562,Vista del Rio,Assisted Living,338,Studio,Studio Deluxe,AL,C,  400 ,,8/30/2019,"$2,970 ","$2,795 ",($175)
10562,Vista del Rio,Assisted Living,339,Studio,Studio Deluxe,AL,C,  400 ,,2/27/2019,"$2,970 ","$2,545 ",($425)
10562,Vista del Rio,Assisted Living,340,Studio,Studio,AL,C,  349 ,,9/21/2019,"$2,580 ","$2,580 ",$0 
10562,Vista del Rio,Assisted Living,341,Studio,Studio Deluxe,AL,C,  400 ,,10/30/2019,"$2,970 ","$2,970 ",$0 
10562,Vista del Rio,Assisted Living,342,Studio,Studio,AL,C,  349 ,,8/31/2019,"$2,580 ","$2,580 ",$0 
10562,Vista del Rio,Assisted Living,343,One Bedroom,One Bedroom,AL,C,  506 ,,10/30/2019,"$3,455 ","$3,455 ",$0 
10562,Vista del Rio,Assisted Living,344,One Bedroom,One Bedroom,AL,C,  506 ,,3/31/2013,"$3,455 ","$2,765 ",($690)
10562,Vista del Rio,Assisted Living,345,One Bedroom,One Bedroom,AL,C,  506 ,,6/25/2019,"$3,455 ","$3,455 ",$0 
10562,Vista del Rio,Assisted Living,346,One Bedroom,One Bedroom,AL,C,  506 ,,3/23/2019,"$3,455 ","$3,230 ",($225)
10562,Vista del Rio,Assisted Living,347,Studio,Studio Deluxe,AL,C,  400 ,,1/27/2018,"$2,970 ","$3,200 ",$230 
10562,Vista del Rio,Assisted Living,348,Studio,Studio,AL,C,  349 ,,9/30/2015,"$2,580 ","$2,850 ",$270 
10562,Vista del Rio,Assisted Living,349,One Bedroom,One Bedroom,AL,B,  506 ,,10/31/2016,"$3,705 ","$4,150 ",$445 
10562,Vista del Rio,Assisted Living,350,One Bedroom,One Bedroom,AL,B,  506 ,,7/31/2015,"$3,705 ","$3,495 ",($210)
10562,Vista del Rio,Assisted Living,351,Studio,Studio Deluxe,AL,B,  400 ,,2/28/2017,"$3,205 ","$3,556 ",$351 
10562,Vista del Rio,Assisted Living,352,Studio,Studio,AL,B,  349 ,,3/31/2014,"$2,870 ","$2,796 ",($74)
10562,Vista del Rio,Assisted Living,353,Studio,Studio,AL,B,  349 ,,9/25/2019,"$2,870 ","$2,870 ",$0 
10562,Vista del Rio,Assisted Living,354,One Bedroom,One Bedroom,AL,B,  506 ,,12/23/2015,"$3,705 ","$4,161 ",$456 
10562,Vista del Rio,Assisted Living,355,One Bedroom,One Bedroom,AL,B,  506 ,,6/27/2019,"$3,705 ","$3,705 ",$0 
10562,Vista del Rio,Assisted Living,356,Studio,Studio Deluxe,AL,B,  400 ,,6/25/2019,"$3,205 ","$2,730 ",($475)
10562,Vista del Rio,Assisted Living,357,Studio,Studio,AL,B,  349 ,,10/13/2016,"$2,870 ","$2,627 ",($243)
10562,Vista del Rio,Assisted Living,358,Studio,Studio Deluxe,AL,B,  400 ,,8/13/2018,"$3,205 ","$3,205 ",$0 
10562,Vista del Rio,Assisted Living,359,Studio,Studio,AL,B,  349 ,,2/17/2018,"$2,870 ","$3,093 ",$223 
10562,Vista del Rio,Assisted Living,360,One Bedroom,One Bedroom,AL,B,  506 ,,9/30/2016,"$3,705 ","$4,107 ",$402 
10562,Vista del Rio,Assisted Living,361,One Bedroom,One Bedroom,AL,A,  506 ,,6/30/2018,"$3,965 ","$4,098 ",$133 
10562,Vista del Rio,Assisted Living,362,Studio,Studio,AL,A,  349 ,,7/31/2018,"$3,000 ","$3,000 ",$0 
10562,Vista del Rio,Assisted Living,363,Studio,Studio Deluxe,AL,B,  400 ,,11/30/2017,"$3,205 ","$3,454 ",$249 
10562,Vista del Rio,Assisted Living,364,Studio,Studio,AL,A,  349 ,,8/31/2017,"$3,000 ","$3,248 ",$248 
10562,Vista del Rio,Assisted Living,365,One Bedroom,One Bedroom,AL,B,  506 ,,4/18/2017,"$3,705 ","$3,464 ",($241)
10562,Vista del Rio,Assisted Living,366,One Bedroom,One Bedroom,AL,A,  506 ,,7/31/2017,"$3,965 ","$4,300 ",$335 
10373,Cy-Fair,First,001,Studio,Studio,IL,B,  285 ,,7/31/2019,"$2,155 ","$1,650 ",($505)
10373,Cy-Fair,First,002,One Bedroom,One Bedroom,IL,B,  285 ,186,,"$2,470 ",$0 ,"($2,470)"
10373,Cy-Fair,First,003,One Bedroom,One Bedroom,IL,B,  285 ,,2/28/2019,"$2,470 ","$1,850 ",($620)
10373,Cy-Fair,First,004,Studio,Studio,IL,B,  285 ,365,,"$2,470 ",$0 ,"($2,470)"
10373,Cy-Fair,First,005,One Bedroom,One Bedroom,IL,B,  285 ,201,,"$2,470 ",$0 ,"($2,470)"
10373,Cy-Fair,First,006,One Bedroom,One Bedroom,IL,B,  285 ,75,,"$2,470 ",$0 ,"($2,470)"
10373,Cy-Fair,First,007,Studio,Studio,IL,B,  285 ,,8/18/2019,"$2,155 ","$1,690 ",($465)
10373,Cy-Fair,First,008,One Bedroom,One Bedroom,IL,B,  285 ,327,,"$2,470 ",$0 ,"($2,470)"
10373,Cy-Fair,First,009,One Bedroom,One Bedroom,IL,B,  575 ,365,,"$2,470 ",$0 ,"($2,470)"
10373,Cy-Fair,First,010,One Bedroom,One Bedroom,IL,B,  575 ,365,,"$2,470 ",$0 ,"($2,470)"
10373,Cy-Fair,First,011,One Bedroom,One Bedroom,IL,B,  575 ,202,,"$2,470 ",$0 ,"($2,470)"
10373,Cy-Fair,First,012,One Bedroom,One Bedroom,IL,B,  575 ,,5/12/2018,"$2,470 ","$1,775 ",($695)
10373,Cy-Fair,First,100,Studio,Studio,AL,B,  285 ,,11/8/2018,"$2,845 ","$2,790 ",($55)
10373,Cy-Fair,First,101,One Bedroom,Suite,AL,B,  285 ,,12/14/2018,"$3,145 ","$2,250 ",($895)
10373,Cy-Fair,First,102,Studio,Studio,AL,B,  285 ,,9/30/2017,"$2,845 ","$1,699 ","($1,146)"
10373,Cy-Fair,First,103,One Bedroom,Suite,AL,A,  275 ,,3/15/2018,"$3,145 ","$1,894 ","($1,251)"
10373,Cy-Fair,First,104,Studio,Studio Deluxe,AL,B,  285 ,,10/31/2019,"$3,145 ","$3,000 ",($145)
10373,Cy-Fair,First,105,Studio,Studio Deluxe,AL,B,  285 ,,10/27/2014,"$3,045 ","$2,650 ",($395)
10373,Cy-Fair,First,106,Studio,Studio,AL,A,  285 ,,2/9/2019,"$2,845 ","$2,700 ",($145)
10373,Cy-Fair,First,107,Studio,Studio Deluxe,AL,A,  285 ,18,,"$2,835 ",$0 ,"($2,835)"
10373,Cy-Fair,First,108,Studio,Studio,AL,A,  285 ,,4/29/2019,"$2,845 ","$2,800 ",($45)
10373,Cy-Fair,First,109,Studio,Studio,AL,B,  285 ,,4/28/2015,"$2,635 ","$4,064 ","$1,429 "
10373,Cy-Fair,First,110,Studio,Studio,AL,B,  285 ,,8/31/2019,"$2,790 ","$2,845 ",$55 
10373,Cy-Fair,First,111,Studio,Studio,AL,A,  285 ,,10/31/2018,"$2,790 ","$2,150 ",($640)
10373,Cy-Fair,First,112,Studio,Studio,AL,A,  285 ,,3/27/2018,"$2,890 ","$2,250 ",($640)
10373,Cy-Fair,First,113,Studio,Studio,AL,A,  285 ,,10/30/2015,"$2,890 ","$3,518 ",$628 
10373,Cy-Fair,First,114,Studio,Studio,AL,A,  285 ,,9/27/2017,"$2,790 ","$2,250 ",($540)
10373,Cy-Fair,First,115,Studio,Studio,AL,A,  285 ,,10/14/2016,"$2,890 ","$2,970 ",$80 
10373,Cy-Fair,First,116,Studio,Studio,AL,A,  285 ,101,,"$2,790 ",$0 ,"($2,790)"
10373,Cy-Fair,First,117,Studio,Studio Deluxe,AL,B,  285 ,,8/31/2019,"$3,145 ","$3,000 ",($145)
10373,Cy-Fair,First,118,Studio,Studio Deluxe,AL,A,  285 ,,8/31/2019,"$3,145 ","$2,000 ","($1,145)"
10373,Cy-Fair,First,119,Studio,Studio Deluxe,AL,A,  285 ,151,,"$3,145 ",$0 ,"($3,145)"
10373,Cy-Fair,First,120,Studio,Studio Deluxe,AL,A,  285 ,79,,"$3,145 ",$0 ,"($3,145)"
10373,Cy-Fair,First,121,Studio,Studio Deluxe,AL,A,  285 ,338,,"$3,145 ",$0 ,"($3,145)"
10373,Cy-Fair,First,122,Studio,Studio,AL,B,  285 ,,8/30/2019,"$2,635 ","$2,600 ",($35)
10373,Cy-Fair,First,123,Studio,Studio,AL,C,  285 ,365,,"$2,790 ",$0 ,"($2,790)"
10373,Cy-Fair,First,124,One Bedroom,Suite,AL,A,  285 ,,5/8/2019,"$3,145 ","$4,000 ",$855 
10373,Cy-Fair,First,125,Studio,Studio,AL,A,  285 ,365,,"$2,790 ",$0 ,"($2,790)"
10373,Cy-Fair,First,126,One Bedroom,Suite,AL,A,  285 ,,5/8/2019,"$3,145 ",$0 ,"($3,145)"
10373,Cy-Fair,Second,200,One Bedroom,Suite,AL,B,  285 ,,1/31/2019,"$3,145 ","$2,800 ",($345)
10373,Cy-Fair,Second,203,Studio,Studio,AL,A,  285 ,,7/31/2017,"$2,890 ","$2,958 ",$68 
10373,Cy-Fair,Second,204,Studio,Studio,AL,A,  285 ,,9/30/2016,"$2,890 ","$2,266 ",($624)
10373,Cy-Fair,Second,205,Studio,Studio Deluxe,AL,A,  285 ,,6/24/2018,"$3,145 ","$3,231 ",$86 
10373,Cy-Fair,Second,206,Studio,Studio Deluxe,AL,B,  285 ,,8/31/2017,"$3,145 ","$3,347 ",$202 
10373,Cy-Fair,Second,207,Studio,Studio Deluxe,AL,B,  285 ,,9/20/2019,"$3,145 ","$4,000 ",$855 
10373,Cy-Fair,Second,208,Studio,Studio Deluxe,AL,B,  285 ,301,,"$3,145 ",$0 ,"($3,145)"
10373,Cy-Fair,Second,209,Studio,Studio,AL,B,  285 ,,9/20/2019,"$2,890 ",$0 ,"($2,890)"
10373,Cy-Fair,Second,210,Studio,Studio,AL,B,  285 ,,12/15/2013,"$2,890 ","$2,500 ",($390)
10373,Cy-Fair,Second,211,One Bedroom,Suite,AL,A,  285 ,,3/31/2017,"$3,145 ","$3,099 ",($46)
10373,Cy-Fair,Second,212,Studio,Studio,AL,B,  285 ,124,,"$3,815 ",$0 ,"($3,815)"
10373,Cy-Fair,Second,213,One Bedroom,Suite,AL,B,  285 ,,10/31/2019,"$3,145 ","$2,790 ",($355)
10373,Cy-Fair,Second,214,Studio,Studio,AL,B,  285 ,,11/27/2017,"$3,255 ","$3,453 ",$198 
10373,Cy-Fair,Second,215,Studio,Studio,AL,B,  285 ,,9/30/2019,"$2,890 ","$2,790 ",($100)
10373,Cy-Fair,Second,216,Studio,Studio,AL,B,  285 ,,5/31/2019,"$2,890 ","$2,890 ",$0 
10373,Cy-Fair,Second,217,Studio,Studio,AL,A,  285 ,,10/26/2019,"$2,890 ","$2,690 ",($200)
10373,Cy-Fair,Second,218,Studio,Studio,AL,A,  285 ,,11/22/2016,"$2,845 ","$3,074 ",$229 
10373,Cy-Fair,Second,219,Studio,Studio,AL,A,  285 ,,10/31/2019,"$2,890 ","$2,790 ",($100)
10373,Cy-Fair,Second,220,Studio,Studio,AL,A,  285 ,,9/30/2019,"$2,845 ","$2,845 ",$0 
10373,Cy-Fair,Second,221,Studio,Studio,AL,A,  285 ,,8/31/2019,"$2,790 ","$2,635 ",($155)
10373,Cy-Fair,Second,222,Studio,Studio Deluxe,AL,A,  285 ,,5/10/2019,"$3,145 ","$2,800 ",($345)
10373,Cy-Fair,Second,223,Studio,Studio,AL,A,  285 ,,8/31/2019,"$2,790 ","$2,650 ",($140)
10373,Cy-Fair,Second,225,Studio,Studio,AL,A,  285 ,,8/28/2017,"$2,790 ","$2,958 ",$168 
10373,Cy-Fair,Second,227,Studio,Studio,AL,A,  285 ,52,,"$2,845 ",$0 ,"($2,845)"
10373,Cy-Fair,Third,300,Studio,Studio,AL,A,  285 ,,2/28/2019,"$2,845 ","$2,700 ",($145)
10373,Cy-Fair,Third,301,Studio,Studio,AL,A,  285 ,,9/30/2019,"$2,790 ","$2,690 ",($100)
10373,Cy-Fair,Third,302,Studio,Studio,AL,A,  285 ,,7/25/2017,"$2,845 ","$2,511 ",($334)
10373,Cy-Fair,Third,303,Studio,Studio Deluxe,AL,A,  285 ,,3/31/2016,"$3,145 ","$3,016 ",($129)
10373,Cy-Fair,Third,304,Studio,Studio Deluxe,AL,B,  285 ,90,,"$3,145 ",$0 ,"($3,145)"
10373,Cy-Fair,Third,305,Studio,Studio Deluxe,AL,B,  285 ,141,,"$3,145 ",$0 ,"($3,145)"
10373,Cy-Fair,Third,306,Studio,Studio,AL,A,  285 ,,9/27/2012,"$2,845 ","$4,089 ","$1,244 "
10373,Cy-Fair,Third,307,Studio,Studio,AL,A,  285 ,,8/31/2019,"$2,790 ","$2,650 ",($140)
10373,Cy-Fair,Third,308,Studio,Studio,AL,A,  285 ,202,,"$2,790 ",$0 ,"($2,790)"
10373,Cy-Fair,Third,309,Studio,Studio,AL,B,  285 ,,9/30/2019,"$2,635 ","$2,635 ",$0 
10373,Cy-Fair,Third,310,Studio,Studio,AL,B,  285 ,327,,"$2,845 ",$0 ,"($2,845)"
10373,Cy-Fair,Third,311,Studio,Studio,AL,B,  285 ,,10/30/2019,"$2,790 ","$2,690 ",($100)
10373,Cy-Fair,Third,312,Studio,Studio,AL,A,  285 ,,5/15/2019,"$2,845 ","$2,845 ",$0 
10373,Cy-Fair,Third,313,Studio,Studio,AL,A,  285 ,,8/30/2018,"$2,690 ","$2,600 ",($90)
10373,Cy-Fair,Third,314,Studio,Studio Deluxe,AL,B,  285 ,,6/29/2019,"$3,145 ","$3,145 ",$0 
10373,Cy-Fair,Third,315,Studio,Studio,AL,A,  285 ,,5/20/2016,"$2,790 ","$2,281 ",($509)
10373,Cy-Fair,Third,316,Studio,Studio,AL,B,  285 ,,6/30/2019,"$2,845 ","$2,960 ",$115 
10373,Cy-Fair,Third,317,Studio,Studio,AL,A,  285 ,152,,"$2,635 ",$0 ,"($2,635)"
10373,Cy-Fair,First,400,Studio,Studio,MC,B,  275 ,,11/30/2016,"$4,200 ","$3,241 ",($959)
10373,Cy-Fair,First,401,Studio,Studio,MC,B,  275 ,,9/29/2018,"$4,200 ","$3,100 ","($1,100)"
10373,Cy-Fair,First,402,Studio,Studio,MC,A,  275 ,,1/31/2019,"$4,200 ","$3,500 ",($700)
10373,Cy-Fair,First,403,Studio,Studio,MC,A,  275 ,,8/7/2018,"$4,200 ","$3,100 ","($1,100)"
10373,Cy-Fair,First,404,Studio,Studio,MC,A,  275 ,,11/29/2018,"$4,200 ","$3,500 ",($700)
10373,Cy-Fair,First,405,Studio,Studio Deluxe,MC,B,  335 ,,9/8/2018,"$4,400 ","$3,100 ","($1,300)"
10373,Cy-Fair,First,406,Studio,Studio,MC,B,  275 ,,9/18/2018,"$4,200 ","$3,100 ","($1,100)"
10373,Cy-Fair,First,407,Studio,Studio Deluxe,MC,B,  335 ,,4/14/2018,"$4,400 ","$3,509 ",($891)
10373,Cy-Fair,First,408,Studio,Studio Deluxe,MC,A,  335 ,,2/24/2018,"$4,400 ","$3,602 ",($798)
10373,Cy-Fair,First,409,Studio,Studio,MC,A,  275 ,,6/24/2015,"$4,200 ","$2,854 ","($1,346)"
10373,Cy-Fair,First,410,Studio,Studio Deluxe,MC,A,  335 ,,5/31/2019,"$4,400 ","$3,995 ",($405)
10373,Cy-Fair,First,411,Studio,Studio,MC,B,  275 ,,12/1/2016,"$4,200 ","$2,613 ","($1,587)"
10373,Cy-Fair,First,412,Studio,Studio,MC,B,  335 ,,2/21/2019,"$4,200 ","$3,500 ",($700)
10373,Cy-Fair,First,416,Studio,Studio,MC,B,  275 ,,8/17/2019,"$4,200 ","$4,600 ",$400 
10373,Cy-Fair,First,500,Studio,Studio,MC,A,  285 ,,12/20/2017,"$4,200 ","$3,288 ",($912)
10373,Cy-Fair,First,501,Studio,Studio,MC,A,  285 ,,9/29/2018,"$4,200 ","$3,100 ","($1,100)"
10373,Cy-Fair,First,503,Studio,Studio,MC,A,  285 ,,7/31/2017,"$4,200 ","$4,200 ",$0 
10373,Cy-Fair,First,504,Studio,Studio,MC,B,  285 ,,7/31/2019,"$4,200 ","$4,000 ",($200)
10373,Cy-Fair,First,505,Studio,Studio Deluxe,MC,B,  335 ,,4/23/2019,"$4,400 ","$3,500 ",($900)
10373,Cy-Fair,First,506,Studio,Studio Deluxe,MC,B,  335 ,,7/25/2019,"$4,400 ","$4,200 ",($200)
10373,Cy-Fair,First,507,Studio,Studio Deluxe,MC,B,  285 ,,2/28/2019,"$4,400 ","$3,500 ",($900)
10373,Cy-Fair,First,508,Studio,Studio Deluxe,MC,A,  285 ,,4/29/2019,"$4,400 ","$3,995 ",($405)
10373,Cy-Fair,First,509,Studio,Studio,MC,B,  285 ,,11/24/2018,"$4,200 ","$3,500 ",($700)
10373,Cy-Fair,First,510,Studio,Studio,MC,B,  285 ,,4/18/2018,"$4,200 ","$3,214 ",($986)
10373,Cy-Fair,First,511,Studio,Studio,MC,B,  285 ,,1/30/2019,"$4,200 ","$3,500 ",($700)
10373,Cy-Fair,First,512,Studio,Studio,MC,B,  285 ,,3/28/2019,"$4,200 ","$3,995 ",($205)
10373,Cy-Fair,First,516,Studio,Studio,MC,B,  285 ,,4/14/2018,"$4,200 ","$3,214 ",($986)
10372,Friendswood,First,001,One Bedroom,One Bedroom,IL,B,  609 ,,2/17/2016,"$2,695 ","$2,882 ",$187 
10372,Friendswood,First,002,Studio,Studio,IL,B,  457 ,,1/31/2019,"$2,340 ","$2,195 ",($145)
10372,Friendswood,First,003,One Bedroom,One Bedroom,IL,B,  609 ,,10/19/2018,"$2,695 ","$2,195 ",($500)
10372,Friendswood,First,004,One Bedroom,One Bedroom,IL,B,  609 ,32,,"$2,695 ",$0 ,"($2,695)"
10372,Friendswood,First,005,One Bedroom,One Bedroom,IL,B,  609 ,,9/30/2019,"$2,695 ","$2,250 ",($445)
10372,Friendswood,First,006,One Bedroom,One Bedroom,IL,B,  609 ,,2/21/2019,"$2,695 ","$2,695 ",$0 
10372,Friendswood,First,007,One Bedroom,One Bedroom,IL,B,  609 ,,3/30/2018,"$2,695 ","$2,695 ",$0 
10372,Friendswood,First,008,Studio,Studio,IL,B,  457 ,,7/11/2019,"$2,340 ","$2,200 ",($140)
10372,Friendswood,First,009,One Bedroom,One Bedroom,IL,B,  609 ,,2/1/2014,"$2,695 ","$2,889 ",$194 
10372,Friendswood,First,010,One Bedroom,One Bedroom,IL,B,  609 ,,1/7/2015,"$2,695 ","$2,938 ",$243 
10372,Friendswood,First,011,Studio,Studio,IL,B,  457 ,48,,"$2,340 ",$0 ,"($2,340)"
10372,Friendswood,First,012,One Bedroom,One Bedroom,IL,B,  609 ,,9/1/2016,"$2,695 ","$2,800 ",$105 
10372,Friendswood,First,100,Studio,Studio,AL,B,  275 ,,6/16/2017,"$3,975 ","$4,500 ",$525 
10372,Friendswood,First,101,Studio,Studio,AL,A,  285 ,,5/4/2016,"$3,975 ","$4,125 ",$150 
10372,Friendswood,First,102,Studio,Studio,AL,A,  275 ,,10/3/2014,"$3,975 ","$4,266 ",$291 
10372,Friendswood,First,103,Studio,Studio,AL,A,  275 ,,3/31/2011,"$3,975 ","$3,981 ",$6 
10372,Friendswood,First,104,Studio,Studio Deluxe,AL,A,  385 ,,9/30/2018,"$4,350 ","$3,600 ",($750)
10372,Friendswood,First,105,Studio,Studio Deluxe,AL,B,  385 ,,8/20/2019,"$4,350 ","$3,555 ",($795)
10372,Friendswood,First,106,Studio,Studio,AL,A,  275 ,,7/13/2019,"$3,975 ","$3,180 ",($795)
10372,Friendswood,First,107,Studio,Studio Deluxe,AL,B,  385 ,,9/17/2019,"$4,350 ","$3,555 ",($795)
10372,Friendswood,First,108,Studio,Studio,AL,B,  275 ,,9/26/2019,"$3,975 ","$3,180 ",($795)
10372,Friendswood,First,109,Studio,Studio,AL,A,  275 ,,3/6/2019,"$3,975 ","$3,180 ",($795)
10372,Friendswood,First,110,Studio,Studio,AL,A,  275 ,,4/12/2012,"$4,075 ","$4,503 ",$428 
10372,Friendswood,First,111,Studio,Studio,AL,A,  275 ,,9/15/2015,"$4,075 ","$4,522 ",$447 
10372,Friendswood,First,112,Studio,Studio,AL,C,  275 ,,4/30/2019,"$3,975 ","$3,325 ",($650)
10372,Friendswood,First,113,Studio,Studio,AL,B,  275 ,,1/20/2018,"$4,075 ","$3,180 ",($895)
10372,Friendswood,First,114,Studio,Studio,AL,C,  275 ,,4/30/2019,"$3,975 ","$3,325 ",($650)
10372,Friendswood,First,115,Studio,Studio,AL,B,  275 ,,7/8/2013,"$4,075 ","$3,627 ",($448)
10372,Friendswood,First,116,Studio,Studio,AL,C,  275 ,,8/27/2019,"$3,975 ","$3,180 ",($795)
10372,Friendswood,First,117,Studio,Studio Deluxe,AL,B,  385 ,,4/22/2015,"$4,350 ","$3,990 ",($360)
10372,Friendswood,First,118,Studio,Studio Deluxe,AL,C,  385 ,,4/21/2017,"$4,350 ","$4,595 ",$245 
10372,Friendswood,First,119,Studio,Studio Deluxe,AL,B,  385 ,,8/27/2019,"$4,350 ","$3,550 ",($800)
10372,Friendswood,First,120,Studio,Studio Deluxe,AL,C,  385 ,,10/31/2019,"$4,350 ","$3,550 ",($800)
10372,Friendswood,First,121,Studio,Studio Deluxe,AL,B,  385 ,25,,"$4,350 ",$0 ,"($4,350)"
10372,Friendswood,First,122,Studio,Studio,AL,B,  275 ,,11/30/2016,"$3,975 ","$4,449 ",$474 
10372,Friendswood,First,123,Studio,Studio,AL,B,  275 ,18,,"$3,975 ",$0 ,"($3,975)"
10372,Friendswood,First,124,Studio,Studio,AL,B,  275 ,79,,"$3,975 ",$0 ,"($3,975)"
10372,Friendswood,First,125,Studio,Studio,AL,B,  275 ,18,,"$3,975 ",$0 ,"($3,975)"
10372,Friendswood,First,126,Studio,Studio,AL,C,  275 ,,7/6/2019,"$3,975 ","$2,800 ","($1,175)"
10372,Friendswood,Second,200,Studio,Studio,AL,A,  275 ,,8/19/2016,"$3,975 ","$3,239 ",($736)
10372,Friendswood,Second,202,Studio,Studio,AL,A,  275 ,,11/29/2016,"$3,975 ","$3,001 ",($974)
10372,Friendswood,Second,203,Studio,Studio,AL,B,  275 ,,5/5/2017,"$4,075 ","$3,433 ",($642)
10372,Friendswood,Second,204,Studio,Studio,AL,A,  275 ,,11/30/2018,"$4,075 ","$3,280 ",($795)
10372,Friendswood,Second,205,Studio,Studio Deluxe,AL,B,  385 ,,7/27/2019,"$4,350 ","$3,265 ","($1,085)"
10372,Friendswood,Second,206,Studio,Studio Deluxe,AL,A,  385 ,,3/19/2018,"$4,350 ","$4,595 ",$245 
10372,Friendswood,Second,207,Studio,Studio Deluxe,AL,B,  385 ,,6/5/2019,"$4,350 ","$3,980 ",($370)
10372,Friendswood,Second,208,Studio,Studio Deluxe,AL,B,  385 ,,8/22/2019,"$4,350 ","$3,555 ",($795)
10372,Friendswood,Second,209,Studio,Studio,AL,B,  275 ,,3/14/2019,"$4,075 ","$3,180 ",($895)
10372,Friendswood,Second,210,Studio,Studio,AL,B,  275 ,,3/31/2019,"$4,075 ","$3,380 ",($695)
10372,Friendswood,Second,211,Studio,Studio,AL,B,  275 ,,12/28/2018,"$3,975 ","$2,783 ","($1,192)"
10372,Friendswood,Second,212,Studio,Studio,AL,A,  275 ,,11/29/2016,"$3,975 ","$2,976 ",($999)
10372,Friendswood,Second,213,Studio,Studio,AL,B,  275 ,,12/28/2018,"$3,975 ","$2,783 ","($1,192)"
10372,Friendswood,Second,214,Studio,Studio,AL,A,  275 ,,4/21/2017,"$3,975 ","$2,851 ","($1,124)"
10372,Friendswood,Second,215,Studio,Studio,AL,B,  275 ,,5/11/2017,"$4,075 ","$3,842 ",($233)
10372,Friendswood,Second,216,Studio,Studio,AL,B,  275 ,,8/29/2019,"$4,075 ","$2,980 ","($1,095)"
10372,Friendswood,Second,217,Studio,Studio,AL,C,  285 ,,6/14/2019,"$4,075 ","$2,780 ","($1,295)"
10372,Friendswood,Second,218,Studio,Studio,AL,A,  275 ,,2/28/2019,"$3,975 ","$3,580 ",($395)
10372,Friendswood,Second,219,Studio,Studio,AL,C,  275 ,,12/11/2017,"$4,075 ","$4,333 ",$258 
10372,Friendswood,Second,220,Studio,Studio,AL,A,  275 ,,5/23/2018,"$3,975 ","$3,907 ",($68)
10372,Friendswood,Second,221,Studio,Studio,AL,C,  275 ,,7/31/2018,"$3,975 ","$3,180 ",($795)
10372,Friendswood,Second,222,Studio,Studio Deluxe,AL,B,  385 ,,10/31/2019,"$4,350 ","$4,000 ",($350)
10372,Friendswood,Second,223,Studio,Studio,AL,C,  275 ,,8/31/2018,"$3,975 ","$3,180 ",($795)
10372,Friendswood,Second,225,Studio,Studio,AL,C,  275 ,,6/29/2019,"$3,975 ","$3,180 ",($795)
10372,Friendswood,Second,227,Studio,Studio,AL,C,  275 ,,10/20/2017,"$3,975 ","$3,180 ",($795)
10372,Friendswood,Third,300,Studio,Studio,AL,B,  287 ,,1/23/2016,"$3,975 ","$4,701 ",$726 
10372,Friendswood,Third,301,Studio,Studio,AL,A,  275 ,,6/23/2019,"$3,975 ","$3,180 ",($795)
10372,Friendswood,Third,302,Studio,Studio,AL,A,  288 ,,3/31/2018,"$3,975 ","$4,227 ",$252 
10372,Friendswood,Third,303,Studio,Studio Deluxe,AL,A,  385 ,365,,"$4,350 ",$0 ,"($4,350)"
10372,Friendswood,Third,304,Studio,Studio Deluxe,AL,A,  385 ,,11/29/2018,"$4,350 ","$4,050 ",($300)
